code|description
42100000|maquinaria para producción y uso de energía mecánica
42110000|turbinas y motores
42111000|motores (potencia motriz)
42111100|motores fueraborda para propulsión marina
42112000|instalaciones de turbinas
42112100|turbinas de vapor de agua
42112200|turbinas hidráulicas
42112210|ruedas hidráulicas
42112300|turbinas de gas
42112400|equipo de turbina
42112410|instrumentos para turbinas
42113000|partes de turbinas
42113100|partes de turbinas de vapor de agua
42113110|placas de asiento
42113120|entubado de revestimiento
42113130|sistemas de refrigeración de aire por condensador
42113150|sistemas de lubrificación
42113160|separadores de humedad
42113161|deshumectadores
42113170|equipo rotatorio
42113171|rotores
42113172|álabes
42113190|mecanismos de rotación
42113200|partes de turbinas hidráulicas
42113300|partes de turbinas de gas
42113310|sistemas de admisión de aire
42113320|módulo de inyección de gas
42113390|sistemas de gas combustible
42113400|partes de ruedas hidráulicas
42120000|bombas y compresores
42121000|máquinas y motores hidráulicos o neumáticos
42121100|cilindros hidráulicos o neumáticos
42121200|motores hidráulicos (vehículos)
42121300|motores neumáticos (vehículos)
42121400|motores hidráulicos (potencia motriz)
42121500|motores neumáticos (potencia motriz)
42122000|bombas (equipos de bombeo)
42122100|bombas para líquidos
42122110|bombas para extinción de incendios
42122120|dispositivos de repostaje de helicópteros
42122130|bombas de agua
42122160|bombas de enfriamiento
42122161|bombas de agua de enfriamiento
42122170|bombas de lubrificación
42122180|bombas de alimentación de combustible
42122190|bombas de hormigón
42122200|bombas alternativas de desplazamiento positivo para líquidos
42122210|grupos hidráulicos
42122220|bombas para aguas residuales
42122230|bombas dosificadoras
42122300|elevadores de presión para líquidos
42122400|bombas centrífugas y elevadores de líquidos
42122410|bombas para uso médico
42122411|bombas para uso nutricional
42122419|bombas de perfusión
42122420|elevadores de líquidos
42122430|bombas centrífugas
42122440|bombas rotatorias
42122450|bombas de vacío
42122460|bombas de aire
42122480|bombas de impulsor
42122500|bombas de laboratorio y accesorios
42122510|bombas peristálticas
42123000|compresores
42123100|compresores de gas
42123200|compresores rotatorios
42123300|compresores para equipos frigoríficos
42123400|compresores de aire
42123410|compresores de aire montados
42123500|turbocompresores
42123600|compresores volumétricos alternativos
42123610|grupo de aire comprimido
42123700|compresores centrífugos
42123800|compresores para aeronaves civiles
42124000|partes de bombas, compresores, máquinas o motores
42124100|partes de máquinas o motores
42124130|partes de máquinas neumáticas
42124150|partes de máquinas o motores hidráulicos
42124170|partes de motores de reacción
42124200|partes de bombas o elevadores de líquidos
42124210|partes de bombas para combustible, manuales y para hormigón
42124211|partes de bombas para combustible
42124212|partes de bombas manuales
42124213|partes de bombas de hormigón
42124220|partes de bombas alternativas de desplazamiento positivo
42124221|partes de grupos hidráulicos
42124222|partes de bombas dosificadoras
42124230|partes de bombas rotativas de desplazamiento positivo
42124290|partes de bombas centrífugas
42124300|partes de bombas de aire o de vacío, de compresores de aire o de gas
42124310|partes de bombas de aire
42124320|partes de bombas de vacío
42124330|partes de compresores de aire
42124340|partes de compresores de gas
42130000|grifos, llaves, válvulas y aparatos similares
42131000|grifos, llaves y válvulas
42131100|válvulas definidas según su función
42131110|válvulas de radiador de calefacción central
42131120|válvulas de esclusa
42131130|reguladores de temperatura
42131140|válvulas reductoras de presión, de control, de registro o seguridad
42131141|válvulas reductoras de presión
42131142|válvulas de control
42131143|válvulas de regulación de crecidas
42131144|válvulas de regulación
42131145|válvulas de registro
42131146|válvulas antirretorno
42131147|válvulas de seguridad
42131148|válvulas de cierre
42131150|válvulas de columnas hidráulicas
42131160|hidrantes
42131170|válvulas de escape de botellas y bombonas de gas
42131200|válvulas definidas según su construcción
42131210|válvulas de cuchilla
42131220|válvulas de tubería forzada
42131230|válvulas de compuerta
42131240|válvulas de asiento
42131250|válvulas de aguja
42131260|válvulas esféricas
42131270|válvulas de obturación (de macho cónico)
42131280|válvulas de mariposa
42131290|válvulas de membrana
42131291|válvulas de corredera
42131292|válvulas de clapeta
42131300|"árboles de navidad" y demás conjuntos de válvulas
42131310|"árboles de navidad" de plataforma petrolífera
42131320|colectores de estrangulamiento
42131390|conjuntos de válvulas
42131400|grifos, llaves para uso sanitario
42132000|partes de grifos y válvulas
42132100|servoválvulas
42132110|servoválvulas eléctricas
42132120|servoválvulas hidráulicas
42132130|servoválvulas neumáticas
42132200|partes de grifos
42132300|partes de válvulas
42140000|engranajes, ruedas de fricción y elementos de transmisión
42141000|engranajes, ruedas de fricción y elementos de transmisión cilíndrico-rectos
42141100|árboles de transmisión, árboles de levas y cigüeñales
42141110|árboles de transmisión
42141120|árboles de levas
42141130|cigüeñales
42141200|cajas de cojinetes
42141300|engranajes y ruedas de fricción
42141400|volantes y poleas
42141410|chigres
42141500|embragues
42141600|motones
42141700|órganos de acoplamiento
42141800|juntas de articulación
42142000|partes de ruedas de fricción y de elementos de transmisión
42142100|partes de ruedas de fricción
42142200|partes de elementos de transmisión
42150000|reactores nucleares y sus partes
42151000|reactores nucleares
42152000|partes de reactores nucleares
42152100|sistemas de refrigeración de reactores
42152200|partes de cubas de seguridad de reactores nucleares
42160000|instalaciones de calderas
42161000|calderas de agua caliente
42162000|calderas generadoras de vapor
42163000|generadores de vapor
42164000|instalaciones auxiliares para calderas
42165000|condensadores de vapor
42200000|máquinas y aparatos para la elaboración de alimentos, bebidas y tabaco, y sus partes
42210000|máquinas y aparatos para la elaboración de alimentos, bebidas y tabaco
42211000|máquinas y aparatos para la industria lechera
42211100|desnatadoras centrífugas
42212000|máquinas y aparatos para procesar cereales o legumbres secas
42213000|máquinas y aparatos usados para la producción de bebidas alcohólicas o jugos de frutas
42214000|hornos de cocina, secadores para productos agrícolas y equipo para cocinar o calentar
42214100|hornos de cocina
42214110|parrillas
42214200|secadores para productos agrícolas
42215000|máquinas y aparatos para la preparación o la fabricación industrial de alimentos o bebidas
42215100|máquinas y aparatos para cortar alimentos
42215110|rebanadoras de pan
42215120|cortafiambres
42215200|máquinas y aparatos para procesar alimentos
42215300|máquinas para la fabricación de pastas alimenticias
42216000|máquinas y aparatos para procesar tabaco
42220000|partes de máquinas y aparatos para procesar alimentos, bebidas y tabaco
42221000|partes de máquinas y aparatos para procesar alimentos
42221100|partes de máquinas y aparatos para la industria láctea
42221110|partes de ordeñadoras
42222000|partes de máquinas y aparatos para procesar bebidas
42223000|partes de máquinas y aparatos para procesar tabaco
42300000|hornos e incineradores industriales o de laboratorio
42310000|quemadores para la alimentación de hornos
42320000|incineradores de residuos
42330000|hornos de fusión
42340000|hornos de uso no doméstico
42341000|hornos comerciales
42350000|crematorios
42390000|partes de quemadores o de hornos
42400000|equipos de elevación y manipulación, y sus partes
42410000|equipos de elevación y de manipulación
42411000|polipastos y elevadores
42412000|tornos para los pozos de minas; tornos para el interior de las minas; cabrestantes
42412100|tornos para los pozos de minas y tornos para el interior de las minas
42412110|máquinas extractoras
42412120|tornos para el interior de las minas
42412200|cabrestantes
42413000|gatos y elevadores de vehículos
42413100|elevadores fijos
42413200|gatos hidráulicos
42413300|gatos neumáticos
42413400|gatos mecánicos
42413500|elevadores de vehículos
42414000|grúas, pórticos móviles sobre neumáticos y carretillas grúa
42414100|grúas
42414110|grúas de puerto
42414120|grúas de muelle
42414130|grúas de apilamiento
42414140|grúas de contenedores
42414150|grúas de torre
42414200|puentes rodantes
42414210|grúa locomóvil
42414220|puente transbordador
42414300|grúas de brazo de pórtico
42414310|pórticos móviles
42414320|postes grúa
42414400|grúas montadas en vehículos
42414410|grúas para camiones
42414500|puentes grúa
42415000|carretillas elevadoras de horquilla, carretillas-automóviles, carretillas tractor de estación de ferrocarril
42415100|carretillas elevadoras
42415110|carretillas elevadoras de horquilla
42415200|carretillas-automóviles
42415210|carretillas-automóviles dotadas de equipo para manipulación
42415300|carretillas tractor del tipo de las utilizadas en las estaciones de ferrocarril
42415310|vehículos con dirección inalámbrica
42415320|equipamiento para vehículos de emergencia
42416000|ascensores, montacargas de cajón de vía inclinada, aparatos de elevación, escaleras mecánicas y pasillos móviles
42416100|ascensores
42416110|elevadores para bañeras
42416120|montacargas pequeños
42416130|elevadores mecánicos
42416200|montacargas de cajón de vía inclinada
42416210|elevadores de recipientes acumuladores
42416300|aparatos de elevación
42416400|escaleras mecánicas
42416500|pasillos móviles
42417000|elevadores y transportadores
42417100|elevadores o transportadores neumáticos
42417200|transportadores
42417210|elevadores o transportadores, de acción continua, de tipo cangilón
42417220|elevadores o transportadores de acción continua, de banda o correa
42417230|transportadores para minería con blindaje frontal
42417300|equipo de transporte
42417310|correas transportadoras
42418000|máquinas de elevación, manipulación, carga o descarga
42418100|empujavagones para minas y transbordadores de locomotoras o vagones
42418200|equipo de monocarril o de remonte de esquí
42418210|monorraíles aéreos
42418220|telesillas
42418290|equipo de telesquís
42418300|equipos de recogida con punta abocinada
42418400|carruseles para almacenamiento y recuperación
42418500|equipo mecánico de manipulación
42418900|maquinaria de carga o manipulación
42418910|equipo de carga
42418920|equipo de descarga
42418930|cargadores laterales
42418940|equipo de manipulación de contenedores
42419000|partes de equipos de elevación y manipulación
42419100|partes de grúas
42419200|partes de carretillas-automóviles
42419500|partes de ascensores, montacargas de cajón de vía inclinada o escaleras mecánicas
42419510|partes de ascensores
42419520|partes de montacargas de cajón de vía inclinada
42419530|partes de escaleras mecánicas
42419540|partes de pasillos móviles
42419800|partes de transportadores
42419810|partes de correas transportadoras
42419890|partes de transportadores de tipo cangilón
42419900|partes de cabrestantes y demás equipos de elevación o manipulación
42420000|cangilones, cucharas, cucharas de almeja, palas y garras o pinzas para grúas o excavadoras
42500000|equipos de refrigeración y ventilación
42510000|intercambiadores de calor, equipos de aire acondicionado y refrigeración y aparatos para filtrar
42511000|intercambiadores de calor y aparatos para la licuefacción de aire u otros gases
42511100|intercambiadores de calor
42511110|bombas de calor
42511200|aparatos para la licuefacción de aire u otros gases
42512000|instalaciones de aire acondicionado
42512100|acondicionadores de aire para ventanas
42512200|acondicionadores de aire para empotrar
42512300|unidades de climatización
42512400|acondicionadores de aire para vehículos
42512500|partes de acondicionadores de aire
42512510|reguladores de tiro
42512520|rejillas de ventilación
42513000|equipos de refrigeración y congelación
42513100|equipo de congelación
42513200|equipo de refrigeración
42513210|vitrinas frigoríficas
42513220|mostradores refrigerados
42513290|equipo frigorífico comercial
42514000|maquinaria y aparatos de filtrado o purificación de gases
42514200|depuradores electrostáticos de aire y gases
42514300|aparatos de filtrado
42514310|filtros de aire
42514320|filtros de gas
42515000|caldera de calefacción urbana
42520000|equipo de ventilación
42521000|equipo de extracción de humos
42522000|ventiladores de uso no doméstico
42522100|partes de ventiladores
42530000|partes de equipos refrigeradores y congeladores, y de bombas de calor
42531000|partes de equipos refrigeradores
42532000|partes de equipos congeladores
42533000|partes de bombas de calor
42600000|máquinas herramienta
42610000|máquinas herramienta que funcionan con láser y centros de mecanizado
42611000|máquinas herramienta para usos especiales
42612000|centro de mecanizado
42612100|centro de mecanizado de eje horizontal
42612200|centro de mecanizado de eje vertical
42620000|tornos y máquinas herramienta para taladrar y fresar
42621000|tornos
42621100|torno cnc
42622000|máquinas de roscar "terrajar o filetear"
42623000|máquinas para fresar
42630000|máquinas herramienta para trabajar metales
42631000|máquinas herramienta para acabado de metales
42632000|máquinas de control numérico para metales
42633000|máquinas para curvar, plegar, enderezar o aplanar
42634000|máquinas para forjar
42635000|máquinas para estampar
42636000|prensas
42636100|prensas hidráulicas
42637000|máquinas herramienta para taladrar, mandrinar o fresar metales
42637100|máquinas herramienta para taladrar metales
42637200|máquinas herramienta para mandrinar metales
42637300|máquinas herramienta para fresar metales
42638000|centro de mecanizado para trabajar metales
42640000|máquinas herramienta para trabajar materiales duros, excepto metales
42641000|máquinas herramienta para trabajar piedra, cerámica, hormigón o vidrio
42641100|máquinas herramienta para trabajar piedra
42641200|máquinas herramienta para trabajar cerámica
42641300|máquinas herramienta para trabajar hormigón
42641400|máquinas herramienta para trabajar vidrio
42642000|máquinas herramienta para trabajar madera, hueso, corcho, caucho endurecido o plásticos duros
42642100|máquinas herramienta para trabajar madera
42642200|máquinas herramienta para trabajar hueso
42642300|máquinas herramienta para trabajar corcho
42642400|máquinas herramienta para trabajar caucho endurecido
42642500|máquinas herramienta para trabajar plásticos duros
42650000|herramientas manuales neumáticas o con motor
42651000|herramientas manuales neumáticas
42652000|herramientas electromecánicas de uso manual
42660000|herramientas para soldadura blanda y soldadura fuerte, máquinas y equipo para templado de superficies y pulverización en caliente
42661000|equipos de soldadura blanda y de soldadura fuerte
42661100|equipo de soldadura blanda
42661200|equipo de soldadura fuerte
42662000|equipo de soldadura
42662100|equipo eléctrico de soldadura
42662200|equipo no eléctrico de soldadura
42663000|máquina para templado de superficies
42664000|equipo de fusión
42664100|equipo de fusión para plásticos
42665000|máquinas de metalización por aspersión de metal licuado
42670000|partes y accesorios de máquinas herramienta
42671000|útiles portaherramientas
42671100|portaherramientas de laboratorio
42671110|gradilla de tubos de ensayo para baños
42672000|portapiezas para máquinas herramienta
42673000|dispositivos divisores especiales para máquinas herramienta
42674000|partes y accesorios de máquinas herramienta para trabajar metales
42675000|partes y accesorios de máquinas herramienta para trabajar materiales duros
42675100|partes de sierras de cadena
42676000|partes de herramientas manuales
42677000|partes de herramientas neumáticas
42700000|maquinaria para la fabricación de materias textiles, prendas de vestir y cuero
42710000|maquinaria para la industria textil
42711000|máquinas para procesar materias textiles manufacturadas
42712000|máquinas para el hilado de materias textiles
42713000|telares
42714000|tricotosas
42715000|máquinas de coser
42716000|máquinas para lavar y para secar ropa y máquinas para limpieza en seco
42716100|instalación de lavado
42716110|equipo de lavado
42716120|lavadoras
42716130|máquinas para limpieza en seco
42716200|secadoras
42717000|equipo de planchado y plegado de ropa blanca
42717100|equipo de plegado de ropa blanca
42718000|máquinas de acabado de textiles
42718100|máquinas de planchado
42718200|prensas de planchado
42720000|partes de máquinas y aparatos para la producción de materias textiles y prendas de vestir
42800000|maquinaria para la producción de papel o cartón
42810000|partes de máquinas para la producción de papel o cartón
42900000|máquinas diversas para usos generales y especiales
42910000|aparatos de destilación, filtración o rectificación
42912000|maquinaria y aparatos para filtrar o depurar líquidos
42912100|máquinas y aparatos para filtrar líquidos
42912110|aparatos para filtrar lodos de perforación
42912120|hidrociclones
42912130|aparatos de filtrado o depuración de bebidas
42912300|maquinaria y aparatos para filtrar o depurar agua
42912310|aparatos para filtrar agua
42912320|aparatos de desaeración
42912330|aparatos para depurar agua
42912340|aparatos para desalinizar
42912350|equipo para planta de filtrado
42913000|filtros de aceite, de carburante y de entrada de aire
42913300|filtros de aceite
42913400|filtros de carburante
42913500|filtros de entrada de aire
42914000|equipo de reciclado
42920000|máquinas y aparatos para limpiar botellas, empaquetar y pesar, y máquinas y aparatos para pulverizar
42921000|máquinas y aparatos para limpiar, llenar, empaquetar o envolver botellas y demás recipientes
42921100|máquinas y aparatos para limpiar o secar botellas y demás recipientes
42921200|máquinas y aparatos para llenar y capsular botellas, latas y demás recipientes
42921300|máquinas y aparatos para empaquetar o envolver
42921310|aparatos para zunchar envases
42921320|máquinas para empaquetar
42921330|máquinas para envolver
42923000|instrumentos y aparatos de pesar y balanzas
42923100|instrumentos y aparatos de pesar
42923110|balanzas
42923200|básculas
42923210|balanzas de tienda
42923220|básculas de pesada continua de mercancías
42923230|básculas de control de pesos
42924200|máquinas de chorro de arena o de vapor
42924300|equipo de pulverización
42924310|pistoletes de pulverización
42924700|aparatos mecánicos para proyectar, dispersar o pulverizar
42924710|aparatos para dispersar gases
42924720|equipo de descontaminación
42924730|aparatos de limpieza por agua a presión
42924740|aparatos de limpieza de alta presión
42924790|aparatos para enmascarar olores
42930000|centrifugadoras, calandrias o máquinas automáticas distribuidoras
42931000|centrifugadoras
42931100|centrifugadoras de laboratorio y accesorios
42931110|centrifugadoras de pie
42931120|centrifugadoras de mesa
42931130|reductores para centrifugadoras
42931140|equipo rotatorio para centrifugadoras
42932000|calandrias
42932100|laminadores
42933000|máquinas automáticas distribuidoras
42933100|máquinas automáticas distribuidoras de productos sanitarios
42933200|máquinas expendedoras automáticas de sellos
42933300|máquinas automáticas distribuidoras de productos
42940000|maquinaria para el tratamiento térmico de materiales
42941000|maquinaria para el tratamiento térmico de gases
42942000|hornos y accesorios
42942200|hornos de vacío
42943000|baños termostáticos y accesorios
42943100|serpentín de refrigeración
42943200|baños de ultrasonidos
42943210|termostatos de inmersión
42943300|enfriadores de inmersión
42943400|circuladores refrigerados y refrigerados/de calefacción
42943500|enfriadores de recirculación
42943600|circuladores de alta temperatura
42943700|circuladores de calefacción
42943710|tapas de baño
42950000|partes de máquinas de uso general
42952000|partes de centrifugadoras
42953000|partes de calandrias
42954000|partes de máquinas laminadoras
42955000|partes de máquinas de filtrado
42956000|partes de máquinas depuradoras
42957000|partes de máquinas de pulverización
42958000|pesas para máquinas de pesaje
42959000|lavavajillas industriales
42960000|sistema de mando y control, equipo gráfico, de impresión, ofimático y de procesamiento de la información
42961000|sistema de mando y control
42961100|sistema de control de acceso
42961200|sistema scada o equivalente
42961300|sistema de localización de vehículos
42961400|sistema de expedición
42962000|equipo gráfico y de impresión
42962100|sistema de impresión sobre película
42962200|prensa de imprimir
42962300|puestos de trabajo para la realización de gráficos
42962400|hectógrafos
42962500|máquinas para grabado
42963000|prensa para monedas
42964000|equipo de ofimática
42965000|equipo de procesamiento de la información
42965100|sistema de gestión de almacenes
42965110|sistema de depósito
42967000|controlador
42967100|unidad de control remoto digital
42968000|distribuidores
42968100|distribuidores de bebidas
42968200|distribuidores de artículos higiénicos
42968300|sistema portarrollos para papel higiénico
42970000|partes de lavavajillas y máquinas de limpieza, llenado, empaquetado o embalado
42971000|partes de lavavajillas
42972000|partes de máquinas de limpieza
42973000|partes de máquinas de llenado
42974000|partes de máquinas de empaquetado
42975000|partes de envolvedoras
42980000|generadores de gas
42981000|generadores de ozono
42990000|máquinas diversas para usos especiales
42991000|maquinaria para la producción de papel, la impresión y la encuadernación, y sus partes
42991100|máquinas y aparatos para encuadernación
42991110|máquinas para coser pliegos
42991200|maquinaria de imprenta
42991210|impresoras offset
42991220|máquinas de composición
42991230|impresoras de billetes
42991300|sistema de fotocomposición
42991400|secadoras de madera, pasta de papel, papel o cartón
42991500|partes de máquinas y aparatos para impresión y encuadernación
42992000|materiales eléctricos para usos especiales
42992100|pantalla faraday
42992200|cámara anecoica
42992300|material electromagnético absorbente
42993000|maquinaria para la industria química
42993100|cloradores
42993200|planta dosificadora
42994000|máquinas para trabajar caucho o plásticos
42994100|máquinas para la fabricación de ventanas y marcos de plástico
42994200|máquinas para trabajar plásticos
42994220|accesorios de laminación
42994230|laminadoras
42995000|máquinas de limpieza diversas
42995100|túnel de lavado
42995200|máquinas de limpieza de playas
42996000|máquinas y aparatos para tratamiento de aguas residuales
42996100|trituradoras
42996110|maceradoras para el tratamiento de aguas residuales
42996200|prensas para aguas residuales
42996300|rascadores
42996400|mezcladores
42996500|rejillas para depuración de aguas residuales
42996600|equipos de oxigenación
42996700|precipitadores
42996800|lechos de sedimentación
42996900|equipo para el tratamiento de lodos
42997000|equipo para conducciones
42997100|máquinas para la inspección de la superficie interior de conducciones
42997200|máquinas para la limpieza de la superficie interior de conducciones
42997300|robots industriales
42998000|sistema de recogida en paletas
42998100|sistema de recuperación de paletas
42999000|aspiradoras y enceradoras de uso no doméstico
42999100|aspiradoras industriales
42999200|enceradoras industriales
42999300|partes de aspiradoras industriales
42999400|partes de enceradoras industriales
43000000|maquinaria para la minería y la explotación de canteras y equipo de construcción
43100000|equipo para minería
43120000|cortadoras y arrancadoras de carbón o roca y maquinaria para hacer túneles o galerías; máquinas de sondeo o de perforación
43121000|máquinas para la perforación de pozos
43121100|herramientas de boca de pozo
43121200|dispositivos conectores del "riser"
43121300|equipo para acabado de pozos
43121400|equipo de intervención para pozos
43121500|equipo para pruebas y ensayos para pozos
43121600|dispositivos antierupción
43122000|cortadoras y arrancadoras de carbón o roca
43123000|tuneladoras
43124000|máquinas perforadoras
43124100|topos
43124900|equipo de perforación de rocas
43125000|maquinaria para excavación de pozos
43130000|equipo de perforación
43131000|plataformas flotantes de explotación
43131100|equipo de alta mar
43131200|unidad de perforación de alta mar
43132000|equipo de perforación para la extracción de petróleo
43132100|equipo de sondeo
43132200|plataforma de perforación
43132300|taladros
43132400|oleoducto
43132500|sujetadores de tuberías colgantes
43133000|equipo para plataforma de petróleo
43133100|unidades sobre patines
43133200|módulos sobre patines
43134000|maquinaria para yacimientos de petróleo
43134100|bombas sumergibles
43135000|equipo submarino
43135100|sistemas de control submarino
43136000|equipo situado en el fondo del pozo
43140000|entibados móviles hidráulicos para minas
43200000|maquinaria para el movimiento de tierras y la excavación, y sus partes
43210000|maquinaria para el movimiento de tierras
43211000|bulldozers
43212000|empujadoras de ángulo
43220000|niveladoras
43221000|motoniveladoras
43230000|máquinas de traillar
43240000|bateadoras
43250000|palas cargadoras de carga frontal
43251000|palas cargadoras de carga frontal, con pala retroexcavadora
43252000|palas cargadoras de carga frontal, sin pala retroexcavadora
43260000|palas mecánicas, excavadoras y palas cargadoras, y otras máquinas para la minería
43261000|palas mecánicas
43261100|palas cargadoras mecánicas
43262000|maquinaria para excavación
43262100|excavadoras mecánicas
43300000|maquinaria y equipo de construcción
43310000|maquinaria de ingeniería civil
43311000|martinetes
43312000|máquinas y aparatos para el acabado de superficies de carreteras
43312100|alisadoras de asfalto
43312200|máquinas esparcidoras de gravilla
43312300|máquinas y aparatos para pavimentar
43312400|rodillos apisonadores
43312500|rodillos mecánicos
43313000|máquinas y turbinas quitanieves
43313100|máquinas quitanieves
43313200|turbinas quitanieves
43314000|arrancapilotes
43315000|compactadores
43316000|máquinas para tendido de cables
43320000|equipo de construcción
43321000|equipo de suspensión de puentes
43322000|equipo de desmantelamiento
43323000|equipo de irrigación
43324000|equipo de drenaje
43324100|equipo para piscinas
43325000|equipo para parques y áreas de juego
43325100|equipo de mantenimiento de terrenos
43327000|equipo prefabricado
43328000|instalaciones hidráulicas
43328100|equipo hidráulico
43329000|juegos de material
43400000|máquinas y aparatos para la fabricación de moldes de fundición y el tratamiento de minerales
43410000|máquinas y aparatos para el tratamiento de minerales
43411000|máquinas y aparatos para clasificar y cribar
43412000|máquinas para mezclar grava con asfalto
43413000|hormigoneras o mezcladores de mortero
43413100|mezcladores de cemento
43414000|amoladoras
43414100|molinos para pulverizar carbón
43415000|moldes de fundición
43420000|maquinaria para fabricar moldes de fundición
43500000|vehículos oruga
43600000|partes de máquinas para la minería, la explotación de canteras y la construcción
43610000|partes para máquinas de sondeo
43611000|partes de máquinas de perforación de pozos
43611100|tapones de detención
43611200|brocas para taladros industriales
43611300|tijeras de perforación
43611400|sondas de hierro
43611500|mesas rotatorias
43611600|equipo de suspensión de tubería de lodos
43611700|equipo de unión de tuberías
43612000|partes de máquinas y aparatos para extracción en pozos
43612100|colgadores de tuberías
43612200|equipo de sujeción de tuberías colgantes
43612300|tensores del "riser" de producción
43612400|cabezas de pozo
43612500|equipo de unión de "risers" de producción
43612600|sistema de control de cabeza de pozo
43612700|equipo de cabeza de pozo
43612800|elevadores para torre de perforación
43613000|partes de cortadoras y arrancadoras de carbón o roca
43613100|partes de cortadoras y arrancadoras de carbón
43613200|partes de cortadoras y arrancadoras de roca
43614000|partes de máquinas para perforar túneles o galerías
43620000|partes de máquinas para tratamiento de minerales
43630000|partes de máquinas o aparatos de perforación
43640000|partes de maquinaria para excavar
43700000|maquinaria para la metalurgia y sus partes
43710000|máquinas para laminado de metales
43711000|partes de maquinaria para laminado de metales
43720000|máquinas de colar
43721000|partes de máquinas de colar
43800000|equipo de talleres
43810000|equipo para trabajar madera
43811000|máquinas lijadoras
43812000|equipo de aserrado
43820000|equipo para la fabricación de calzado
43830000|herramientas mecánicas
43840000|equipo de herrería
44000000|estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos)
44100000|materiales de construcción y elementos afines
44110000|materiales de construcción
44111000|materiales para obras de construcción
44111100|ladrillos
44111200|cemento
44111210|cemento de perforación
44111300|cerámica
44111400|pinturas y revestimientos de paredes
44111500|aislantes y accesorios aislantes
44111510|aislantes
44111511|aislantes eléctricos
44111520|material aislante térmico
44111530|accesorios de aislamiento eléctrico
44111540|vidrio aislante
44111600|bloques
44111700|baldosas
44111800|mortero (construcción)
44111900|losas de cerámica
44112000|estructuras de edificación diversas
44112100|refugios
44112110|partes de refugios
44112120|secciones de perfiles
44112200|revestimientos para suelos
44112210|revestimientos compactos para suelos
44112220|falsos suelos
44112230|linóleo
44112240|parqué
44112300|tabiques
44112310|paredes divisorias
44112400|tejados
44112410|bastidores para tejados
44112420|cimbras
44112430|cerchas
44112500|materiales para tejados
44112510|tablillas
44112600|aislamiento acústico
44112700|vigas
44113000|materiales para la construcción de carreteras
44113100|materiales de pavimentación
44113120|losetas
44113130|piedra para pavimentación
44113140|pavimentos de cantos rodados
44113200|losas
44113300|materiales revestidos
44113310|materiales revestidos para carreteras
44113320|grava bituminosa
44113330|materiales de recubrimiento
44113500|cuentas de vidrio
44113600|betún y asfalto
44113610|betún
44113620|asfalto
44113700|materiales para reparación de carreteras
44113800|materiales para el acabado de superficies de carreteras
44113810|tratamiento de superficies
44113900|materiales para el mantenimiento de carreteras
44113910|materiales para la viabilidad invernal
44114000|hormigón
44114100|hormigón preamasado
44114200|productos de hormigón
44114210|pilotes de hormigón
44114220|tuberías y accesorios de hormigón
44114250|losas de hormigón
44115000|accesorios para la construcción
44115100|cañerías
44115200|materiales para fontanería y calefacción
44115210|materiales de fontanería
44115220|materiales para calefacción
44115310|persianas enrollables
44115400|claraboyas
44115500|sistemas de extinción por aspersor
44115600|remonte-escalera
44115700|persianas exteriores
44115710|marquesinas
44115800|accesorios para interiores de edificios
44115810|rieles para cortinas y cortinajes
44115811|rieles para cortinas
44115900|dispositivos de protección contra el sol
44130000|colectores
44131000|cámaras para aguas residuales
44132000|elementos para alcantarillas
44133000|cofias de hierro dúctil
44134000|curvas
44140000|productos relacionados con materiales de construcción
44141000|conductos
44141100|conductos eléctricos
44142000|marcos
44143000|palets
44144000|postes (construcción)
44160000|conducciones, canalizaciones, tuberías de revestimiento, tubos y artículos conexos
44161000|conducciones
44161100|gasoductos
44161110|red de distribución de gas
44161200|tuberías maestras
44161400|conducciones subacuáticas
44161410|conducciones submarinas
44161500|conducciones de alta presión
44161600|conductos de baja presión
44161700|rascadores de conducciones
44161710|lanzarrascadores
44161720|receptores de rascador
44161730|estaciones de rascador
44162000|canalizaciones
44162100|suministros para canalizaciones
44162200|canalizaciones de distribución
44162300|canalizaciones de descarga
44162400|cámaras registro en arcilla vitrificada
44162500|canalización de agua potable
44163000|tuberías y accesorios
44163100|tuberías
44163110|tuberías de desagüe
44163111|tuberías de drenaje
44163112|sistema de drenaje
44163120|tuberías de calefacción a distancia
44163121|tuberías de calefacción
44163130|tuberías de alcantarilla
44163140|tuberías de agua y vapor
44163150|tuberías de baja presión
44163160|tuberías de distribución y sus accesorios
44163200|accesorios para tubería
44163210|abrazaderas para tuberías
44163230|racores para tuberías
44163240|juntas de tuberías
44163241|juntas aislantes
44164000|tubos de entubado y tubos de producción
44164100|tubos de entubado
44164200|tubos de producción
44164300|artículos tubulares
44164310|tubos y accesorios
44165000|mangueras, tubos y manguitos
44165100|mangueras
44165110|mangueras de perforación
44165200|tubos
44165210|tubos ascendentes flexibles
44165300|manguitos
44166000|material tubular para pozos de petróleo
44167000|accesorios diversos para tuberías
44167100|acoplamientos
44167110|bridas
44167111|adaptadores de brida
44167200|abrazaderas y collares de reparación
44167300|curvas, tes y accesorios para tuberías
44167400|codos
44170000|planchas, hojas, bandas y láminas relacionadas con materiales de construcción
44171000|planchas (construcción)
44172000|hojas (construcción)
44173000|bandas
44174000|láminas
44175000|paneles
44176000|películas
44190000|materiales de construcción diversos
