code|description
44191000|materiales de madera diversos para construcción
44191100|madera contrachapada
44191200|madera laminada
44191300|tableros de partículas
44191400|tableros de fibra
44191500|madera densificada
44191600|paneles de parqué
44192000|otros materiales de construcción diversos
44192100|espuma de pvc
44192200|puntas
44200000|productos estructurales
44210000|estructuras y partes de estructuras
44211000|edificios prefabricados
44211100|edificios prefabricados modulares
44211110|cabinas
44211200|cubículos
44211300|hospital de campaña
44211400|cocinas de campaña
44211500|invernaderos
44212000|productos estructurales y partes correspondientes, excepto edificios prefabricados
44212100|puente
44212110|secciones de puentes
44212120|estructuras de puentes
44212200|torres, mástiles de celosía, castilletes y pilares
44212210|castilletes
44212211|torres de perforación
44212212|torres de perforación estáticas
44212220|pilares, postes y estacas
44212221|pilares
44212222|torres para transporte de energía eléctrica
44212223|soportes para pilones
44212224|postes para líneas aéreas
44212225|postes
44212226|postes de electricidad
44212227|estacas
44212230|torres
44212233|torres de agua
44212240|vigas de carga
44212250|mástiles
44212260|mástiles de antena de radio o de televisión
44212261|mástiles de antena de radio
44212262|mástiles de antena de televisión
44212263|mástiles de celosía
44212300|estructuras y partes
44212310|andamiaje
44212311|puntales de arco
44212312|soportes de arco
44212313|soportes
44212314|soportes para suspensión de tubos
44212315|equipo para andamiaje
44212316|bridas de arco
44212317|estructuras de andamiaje
44212318|soportes de conducciones
44212320|estructuras diversas
44212321|marquesinas para paradas de autobús
44212322|cabinas telefónicas
44212329|mamparas de seguridad
44212380|partes de estructuras
44212381|revestimiento
44212382|compuertas de descarga
44212383|compuertas
44212390|esclusas
44212391|compuertas de esclusa
44212400|estacada
44212410|tablestacado
44212500|ángulos y secciones
44212510|ángulos
44212520|secciones
44220000|trabajos de ebanistería para la construcción
44221000|ventanas, puertas y elementos conexos
44221100|ventanas
44221110|marcos para ventana
44221111|unidades de doble acristalamiento
44221120|puertas-ventana
44221200|puertas
44221210|tableros en bruto para puertas
44221211|marcos para puerta
44221212|puertas mosquiteras
44221213|umbrales de puerta
44221220|puertas cortafuego
44221230|puertas de corredera
44221240|puertas de garaje
44221300|portones
44221310|puertas de acceso
44221400|contraventanas
44221500|umbrales
44230000|trabajos de carpintería para la construcción
44231000|paneles prefabricados para cercas
44232000|vigas de madera para tejado
44233000|escaleras
44300000|cable, alambre y productos conexos
44310000|productos de alambre
44311000|alambre de cabos
44312000|alambre para cercas
44312300|alambre de púas
44313000|malla metálica
44313100|cercado de tela metálica
44313200|tela metálica
44315000|hilo de máquina
44315100|accesorios para soldadura autógena
44315200|materiales para soldadura autógena
44315300|materiales para soldadura blanda o para soldadura fuerte
44315310|materiales para soldadura blanda
44315320|materiales para soldadura fuerte
44316000|ferretería
44316100|yunques
44316200|fragua portátil
44316300|rejillas
44316400|artículos de ferretería
44316500|artículos de forja
44316510|artículos de herrería
44317000|eslingas de hierro o de acero
44318000|conductores
44320000|cables y productos conexos
44321000|cables
44322000|accesorios para cables
44322100|conductos para cables
44322200|conectores para cables
44322300|tuberías para cables
44322400|sujetacables
44330000|barras, varillas, alambre y perfiles utilizados en la construcción
44331000|barras
44332000|varillas (construcción)
44333000|alambre
44334000|perfiles
44400000|productos manufacturados diversos y artículos conexos
44410000|artículos para baño y cocina
44411000|aparatos sanitarios
44411100|grifos
44411200|bañeras
44411300|lavabos
44411400|platos de ducha
44411600|bidés
44411700|asientos, tapas, cubetas, tazas y cisternas de inodoro
44411710|asientos de inodoro
44411720|tapas de inodoro
44411740|tazas de inodoro
44411750|cisternas de inodoro
44411800|urinarios
44420000|artículos utilizados en la construcción
44421000|cajas fuertes, cajas de seguridad y puertas, blindadas o reforzadas
44421300|cajas de caudales
44421500|puertas blindadas o reforzadas
44421600|taquillas de seguridad
44421700|cajas y taquillas
44421710|taquillas para equipajes en consigna
44421720|taquillas
44421721|cajas fuertes
44421722|cajas de seguridad
44421780|cajas de seguridad para documentos
44421790|cajas de seguridad para fondos
44422000|buzones
44423000|artículos diversos
44423100|campanas
44423200|escaleras de mano
44423220|escaleras de tijera
44423230|taburetes con escalones
44423300|equipo para manipulación de mercancías
44423330|plataformas para la manipulación de mercancías
44423340|accesorios de cable para la manipulación de mercancías
44423400|señales y artículos conexos
44423450|placas indicadoras
44423460|placas de dirección
44423700|elementos para registros
44423710|cajas de superficie
44423720|cajas de delimitación
44423730|marcos protectores de registros
44423740|tapas de registro
44423750|rejillas de sumidero
44423760|tapas de acceso
44423790|escalones de horquilla de registros
44423800|sellos metálicos
44423810|sellos de caucho
44423850|formas
44423900|ánodos sacrificatorios
44424000|cajas y precintos para contadores
44424100|cajas para contadores
44424200|cinta adhesiva
44424300|cinta reflectante
44425000|arandelas, juntas, bandas, barras y morteros de relleno
44425100|arandelas elásticas
44425110|arandelas de refuerzo autoadhesivas
44425200|juntas de caucho
44425300|bandas elásticas
44425400|morteros de relleno
44425500|barras de plástico
44430000|blindaje
44431000|cubrejuntas
44440000|cojinetes
44441000|microesferas
44442000|cojinetes de rodillos
44450000|acero dulce
44451000|cospeles
44452000|depósitos para monedas de máquinas o aparatos que funcionan con monedas
44460000|estemples y puntales de mina
44461000|estemples
44461100|estemples de mina
44462000|puntales de mina
44464000|orugas
44470000|productos de hierro fundido
44480000|equipos diversos contra incendios
44481000|escaleras de plataforma
44481100|escaleras contra incendios
44482000|dispositivos contra incendios
44482100|mangueras para incendios
44482200|bocas de incendio
44500000|herramientas, cerraduras, llaves, bisagras, elementos de sujeción, cadenas y muelles
44510000|herramientas
44511000|herramientas manuales
44511100|layas y palas
44511110|layas
44511120|palas
44511200|horcas de jardinería
44511300|azadas, picos, binaderas, rastrillos y rastrillos para playa
44511310|azadas
44511320|picos
44511330|binaderas
44511340|rastrillos
44511341|rastrillos para playa
44511400|hachas
44511500|sierras de mano
44511510|hojas para sierras de mano
44512000|herramientas manuales diversas
44512100|formones
44512200|alicates
44512210|alicates de engarzar
44512300|martillos
44512400|perrillos tensores de mano
44512500|llaves de tuercas
44512600|herramientas para trabajos viales
44512610|púas para estriar superficies de carreteras
44512700|limas o escofinas
44512800|destornilladores
44512900|brocas para taladros, cabezas para destornillador y demás accesorios
44512910|brocas para taladros
44512920|cabezas para destornillador
44512930|portaherramientas
44512940|estuches de herramientas
44513000|herramientas de pedal
44514000|mangos y piezas de herramientas
44514100|mangos de herramientas
44514200|piezas de herramientas
44520000|cerraduras, llaves y bisagras
44521000|cerraduras y candados diversos
44521100|cerraduras
44521110|cerraduras para puertas
44521120|cerraduras de seguridad electrónicas
44521130|cerraduras de alta seguridad
44521140|cerraduras para muebles
44521200|candados y cadenas
44521210|candados
44522000|cierres, partes de cerraduras y llaves
44522100|cierres
44522200|llaves
44522300|partes de candados
44522400|partes de cerraduras
44523000|bisagras, guarniciones y accesorios
44523100|bisagras
44523200|guarniciones
44523300|accesorios
44530000|elementos de sujeción
44531000|elementos roscados de sujeción
44531100|tornillos para madera
44531200|escarpias o armellas, roscadas
44531300|tornillos taladradores
44531400|pernos
44531500|juegos de uniones de bridas
44531510|pernos y tornillos
44531520|tirafondos y tornillos
44531600|tuercas
44531700|artículos con rosca de hierro o de acero
44532000|elementos de sujeción sin roscar
44532100|remaches
44532200|arandelas
44532300|pasadores de chaveta
44532400|bridas de acero
44533000|elementos de sujeción de cobre
44540000|cadenas
44541000|cadena articulada
44542000|partes de cadenas
44550000|muelles (resortes)
44600000|cisternas, depósitos y contenedores; radiadores y calderas de calefacción central
44610000|cisternas, depósitos, contenedores y recipientes a presión
44611000|cisternas
44611100|cilindros de aire
44611110|cilindros neumáticos
44611200|aparatos respiratorios
44611400|cisternas para almacenamiento
44611410|cisternas para almacenamiento de petróleo
44611420|cisternas para almacenamiento de lodos
44611500|cisternas para agua
44611600|depósitos
44612000|recipientes de gas licuado
44612100|bombonas de gas
44612200|depósitos de gas
44613000|grandes contenedores
44613110|silos
44613200|contenedores refrigerados
44613210|cisternas de agua
44613300|contenedores estandarizados para transporte
44613400|contenedores de almacenamiento
44613500|contenedores para agua
44613600|contenedores sobre ruedas
44613700|contenedores de basura
44613800|contenedores para residuos
44614000|barriles
44614100|recipientes de almacenamiento
44614300|sistema de almacenamiento en contenedores
44614310|apiladora mecánica
44615000|recipientes a presión
44615100|recipientes a presión de acero
44616000|bidones
44616200|bidones de residuos
44617000|cajas
44617100|cartones
44617200|compartimentos para contadores
44617300|cajas prefabricadas
44618000|recipientes ligeros, tapones, tapas, cubas y tapaderas
44618100|recipientes ligeros
44618300|tapones, tapones de rosca, tapas y tapaderas
44618310|tapones con opérculo de corcho
44618320|tapones de rosca
44618330|tapas para contenedores
44618340|tapaderas
44618350|cápsulas de plástico
44618400|latas
44618420|latas de conservas
